ID,Address,City,ZipCode,Bedrooms,Bathrooms,Estimated_Price ,AreaSpace,YearBuilt,Estimated_Rent,Mortgage  ,Price_Per_SQFT,Status
51997851,17194 Stormy Dr,Haymarket,20169,6,5,985000,6621,1998,4751,2897,148,House For Sale
12451391,3204 Mountain Rd,Haymarket,20169,6,5,1299900,4568,1971,6570,2897,284,House For Sale
65229234,5278 Jacobs Creek Pl,Haymarket,20169,5,5,699990,5853,2005,3944,2897,119,House For Sale
69218399,2470 Logmill Rd,Haymarket,20169,5,6,925000,7667,2006,4649,2897,120,House For Sale
59702080,5650 Olympia Fields Pl,Haymarket,20169,4,3,499900,2817,2003,2503,2897,177,House For Sale
80600719,5397 Bowers Hill Dr,Haymarket,20169,4,3,509000,2805,2006,2603,2897,181,House For Sale
55705285,14309 Bakerwood Pl,Haymarket,20169,3,3,459900,2818,2001,2400,2897,163,House For Sale
65226146,5859 Tulloch Spring Ct,Haymarket,20169,4,4,550000,4500,2004,2937,2897,122,House For Sale
88027664,14990 Stream Valley Ct,Haymarket,20169,7,9,1299000,10010,2008,6610,2897,129,House For Sale
55705282,14318 Bakerwood Pl,Haymarket,20169,4,4,499900,4234,2001,2770,2897,118,House For Sale
89436076,4878 Palmers Ridge Ct,Haymarket,20169,3,4,549900,4176,2008,2899,2897,131,House For Sale
55705249,6021 Dunnbrook Ter,Haymarket,20169,5,4,539000,4480,2001,2719,2897,120,House For Sale
61184046,5300 Trevino Dr,Haymarket,20169,3,3,575000,3080,2003,2882,2897,186,House For Sale
69218791,5365 Bowers Hill Dr,Haymarket,20169,4,5,715000,5511,2005,3697,2897,129,House For Sale
89440002,4688 Allens Mill Blvd,Haymarket,20169,4,3.5,525000,3983,2008,2690,2897,131,House For Sale
61211669,15459 Arnold Palmer Dr,Haymarket,20169,4,3,559900,3235,2003,2866,2897,173,House For Sale
63260916,6000 Empire Lakes Ct,Haymarket,20169,5,6,869900,6145,2004,4437,2897,141,House For Sale
55704551,15390 October Way,Haymarket,20169,4,5,965000,5380,2004,4357,2897,179,House For Sale
52009831,14350 Bakerwood Pl,Haymarket,20169,4,4,489000,4914,2001,2664,2897,99,House For Sale
59700762,15076 Almansor Pl,Haymarket,20169,5,5,659900,4726,2002,3352,2897,139,House For Sale
69218476,15766 Ryder Cup Dr,Haymarket,20169,5,5,699900,5720,2005,3114,2897,122,House For Sale
61211513,15830 Parnell Ct,Haymarket,20169,5,7,950000,8448,2003,4767,2897,112,House For Sale
113346990,5372 Walkerton Ct,Haymarket,20169,4,4.5,739990,5406,2010,4066,2897,136,House For Sale
61211827,5412 Rodriquez Ln,Haymarket,20169,2,2,478900,2229,2003,2350,2897,214,House For Sale
65222993,5348 Antioch Ridge Dr,Haymarket,20169,3,3,599900,3216,2004,2911,2897,186,House For Sale
80611138,2760 Logmill Rd,Haymarket,20169,4,4,815000,3379,1993,4125,2897,241,House For Sale
88014978,4632 Allens Mill Blvd,Haymarket,20169,4,3.5,524900,3295,2007,2650,2897,159,House For Sale
80607487,15242 Brier Creek Dr,Haymarket,20169,2,2,537000,2454,2006,2694,2897,218,House For Sale
65224859,6025 Empire Lakes Ct,Haymarket,20169,5,5,1199900,7127,2004,3815,2897,168,House For Sale
65226595,15210 Golf View Dr,Haymarket,20169,4,5,1150000,6233,2005,3805,2897,184,House For Sale
59703150,5602 Mendelmore Way,Haymarket,20169,4,5,839000,5993,2003,4343,2897,139,House For Sale
89435674,15305 Fog Mountain Cir,Haymarket,20169,4,4.5,898475,5405,2008,4324,2897,166,House For Sale
113195142,3210 James Madison Hwy,Haymarket,20169,3,4,998500,3000,1975,3598,2897,332,House For Sale
51714349,1400 Rainbow Ct,Herndon,20170,5,4,575000,3782,1989,2650,2561,152,House For Sale
51703393,1496 Oak Trail Ct,Herndon,20170,4,3,539000,2702,1985,2300,2561,199,House For Sale
52839558,11597 Cedar Chase Rd,Herndon,20170,5,5,1199000,6516,2000,4722,2561,184,House For Sale
51699246,1302 Yellow Tavern Ct,Herndon,20170,4,4,524900,2400,1983,2500,2561,218,House For Sale
51704453,847 Colvin Ct,Herndon,20170,3,3,449000,1664,1975,2295,2561,269,House For Sale
51704770,907 Young Dairy Ct,Herndon,20170,5,5,525000,3020,1987,2500,2561,173,House For Sale
51706898,527 Merlins Ln,Herndon,20170,4,2,425000,1522,1978,2200,2561,279,House For Sale
51698505,12507 Cliff Edge Dr,Herndon,20170,5,3,515000,2464,1984,2500,2561,209,House For Sale
51702726,1243 Sterling Rd,Herndon,20170,5,3,425000,2144,1968,2200,2561,198,House For Sale
51705214,1418 Valebrook Ln,Herndon,20170,3,2,444900,1127,1987,2400,2561,394,House For Sale
51702951,1252 Redwood Ct,Herndon,20170,4,4,429000,1800,1974,2200,2561,238,House For Sale
51704280,12730 Builders Rd,Herndon,20170,3,2,439000,1750,1978,2275,2561,250,House For Sale
